actor;law;link.law;date;link.statement;V10b;V4;PH
Deutscher Juristinnenbund e. V. (djb);Gesetz zur Umsetzung der Entscheidung des BVerfG zur Sukzessivadoption durch Lebenspartner;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Sukzessivadoption.html;20. Feb 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/02202014_Stellungnahme_djb_RefE_Sukzessivadoption.pdf?__blob=publicationFile&v=1;NA;256;
Deutscher Juristinnenbund e. V. (djb);Gesetz zur Stärkung der Opferrechte im Strafverfahren (3. Opferrechtsreformgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Staerkung_Opferrechte_Strafverfahren.html;12. Dez 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/12122014_Stellungnahme_djb_RefE_Staerkung_Opferrechte_Strafverfahren.pdf?__blob=publicationFile&v=2;NA;256;
Deutscher Juristinnenbund e. V. (djb);Gesetzes zur Änderung des Unterhaltsrechts und des Unterhaltsverfahrensrechts sowie zur Änderung der Zivilprozessordnung und kostenrechtlicher Vorschriften   ;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Aenderung_Unterhaltsverfahrensrecht_Mindestunterhalt_saechliches-Existenminimum.html;10. Jul 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/07102015_Stellungnahme_djb_RefE_GE_Aenderung_Unterhaltsrecht.pdf?__blob=publicationFile&v=1;NA;256;
Deutscher Juristinnenbund e.V.;Gesetz zur Umsetzung des Gesetzes zur Einführung des Rechts auf Eheschließung für Personen gleichen Geschlechts;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Eheoeffnung_BegleitG.html;29. Jun 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/06292018_Stellungnahme_djb_RefE_EheoeffnungsbegleitG.pdf?__blob=publicationFile&v=3;NA;256;
Deutscher Juristinnenbund e.V.;Gesetz zur Änderung des Strafgesetzbuches – Versuchsstrafbarkeit des Cybergroomings;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Cybergrooming.html;29. Mai 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/05292019_Stellungnahme_djb_RefE_Cybergrooming.pdf?__blob=publicationFile&v=1;NA;256;
Deutscher Juristinnenbund e.V.;Gesetz zur Bekämpfung von Kinderehen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Bekaempfung_Kinderehe.html;18. Apr 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/04182017_Stellungnahme_Juristinnenbund_RefE_Kinderehe.pdf?__blob=publicationFile&v=2;NA;256;
Deutscher Juristinnenbund e.V. (djb);Gesetz zur Reform des Scheinvaterregresses, zur Rückbenennung und zur Änderung des Internationalen Familienrechtsverfahrensgesetzes;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Scheinvaterregress.html;29. Jul 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/07292016_Stellungnahme_djb_RefE_Scheinvaterregress.pdf?__blob=publicationFile&v=1;NA;256;
Deutscher Kinderschutzbund;Gesetz zur Reform des Vormundschaftsrechts;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Reform_Vormundschaftsrecht.html;30. Nov 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/11302018_Stellungnahme_Dt-Kinderschutzbund_2-Diskussionsteilentwurf_Vormundschaftsrecht.pdf?__blob=publicationFile&v=2;NA;1003;
Deutscher Kinderschutzbund Bundesverband e. V. (DKSB);Gesetz zur Umsetzung der Entscheidung des BVerfG zur Sukzessivadoption durch Lebenspartner;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Sukzessivadoption.html;07. Feb 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/02072014_Stellungnahme_DKSB_RefE_Sukzessivadoption.pdf?__blob=publicationFile&v=2;NA;1003;
Deutscher Kinderschutzbund Bundesverband e.V.;Gesetz zur Änderung des Strafgesetzbuches - Umsetzung europäischer Vorgaben zum Sexualstrafrecht;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Aenderung_Strafgesetzbuches_Umsetzung_europaeischer_Vorgaben_Sexualstrafrecht.html;30. Jul 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/07302014_Stellungnahme_Deutscher_Kinderschutzbund_RefE_Aenderung_Strafgesetzbuch_Umsetzung_europaeischer_Vorgaben_Sexualstrafrecht.pdf?__blob=publicationFile&v=1;NA;1003;
Deutscher Komponistenverband (DKV);Gesetz zur Umsetzung der Richtlinie 2014/26/EU über die kollektive Wahrnehmung von Urheber- und verwandten Schutzrechten und die Vergabe von Mehrgebietslizenzen für Rechte an Musikwerken für die Online-Nutzung im Binnenmarkt sowie zur Änderung des Verfahrens betreffend die Geräte- und Speichermedienvergütung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/VG_Richtlinie_Umsetzungsgesetz.html;12. Aug 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/08122015_Stellungnahme_DKV_RefE_VG_Richtlinie_Umsetzungsgesetz.pdf?__blob=publicationFile&v=2;18/7223;NA;
Deutscher Komponistenverband (DKV);Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;21. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12212015_Stellungnahme_DKV_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;NA;
Deutscher Komponistenverbandes e.V.;EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;27. Okt 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/10272016_Stellungnahme_dkv_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;15/3169;NA;
Deutscher Konsumentenbund e.V.;Gesetz zur Verbesserung der zivilrechtlichen Durchsetzung von verbraucherschützenden Vorschriften des Datenschutzrechts;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Verbesserung_zivilrechtlich_verbraucherschutz_Vorschriften_Datenschutzrecht.html;15. Aug 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/08152014_Stellungnahme_Deutscher_Konsumentenbund_RefE_UKlaG.pdf?__blob=publicationFile&v=1;18/4631;4775;
Deutscher Kulturrat;Gesetz zur Umsetzung der Marrakesch-Richtlinie über einen verbesserten Zugang zu urheberrechtlich geschützten Werken zugunsten von Menschen mit einer Seh- oder Lesebehinderung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Marrakesch-Richtlinie.html;01. Jun 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/060118_Marakesch_Stellungnahme_Kulturrat.pdf?__blob=publicationFile&v=1;NA;1042;
Deutscher Kulturrat e. V.;Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;09. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12092015_Stellungnahme_Deutscher_Kulturrat_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=2;18/8625;1042;
Deutscher Kulturrat e. V.;Gesetz zur Umsetzung der Richtlinie 2014/26/EU über die kollektive Wahrnehmung von Urheber- und verwandten Schutzrechten und die Vergabe von Mehrgebietslizenzen für Rechte an Musikwerken für die Online-Nutzung im Binnenmarkt sowie zur Änderung des Verfahrens betreffend die Geräte- und Speichermedienvergütung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/VG_Richtlinie_Umsetzungsgesetz.html;14. Aug 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/08142015_Stellungnahme_Deutscher_Kulturrat_RefE_VG_Richtlinie_Umsetzungsgesetz.pdf?__blob=publicationFile&v=1;18/7223;1042;
Deutscher Kulturrat e.V.;Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_kulturrat_RefE_UrhWissG.pdf?__blob=publicationFile&v=3;NA;1042;
Deutscher Kulturrat e.V.;EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;28. Okt 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/10282016_Stellungnahme_DK_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;15/3169;1042;
Deutscher Landkreistag;Gesetz zu dem Europäischen Übereinkommen vom 27. November 2008 über die Adoption von Kindern (revidiert);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Europaeisches_Uebereinkommen_November_2008_Adoption.html;27. Jun 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/06272014_Stellungnahme_DeutscherLandkreistag_RefE_EU_Uebereinkommen_Adoption_von_Kindern.pdf?__blob=publicationFile&v=1;17/1878;147;
Deutscher Landkreistag;Gesetz zur Änderung des Sachverständigenrechts und zur weiteren Änderung des Gesetzes über das Verfahren in Familiensachen und in den Angelegenheiten der freiwilligen Gerichtsbarkeit;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Aenderung_Sachverstaendigenrechts_Aenderung_Gesetzes_Verfahren_Familiensachen_sowie_freiwilligen_Gerichtsbarkeit.html;11. Aug 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/08112015_Stellungnahme_Deutscher_Landkreistag_RefE_FamFG_AendG.pdf?__blob=publicationFile&v=1;18/6985;147;
Deutscher Landkreistag;Gesetz zur Änderung des Strafgesetzbuches - Umsetzung europäischer Vorgaben zum Sexualstrafrecht;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Aenderung_Strafgesetzbuches_Umsetzung_europaeischer_Vorgaben_Sexualstrafrecht.html;21. Jul 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/07212014_Stellungnahme_Deutscher_Landkreistag_RefE_Aenderung_Strafgesetzbuch_Umsetzung_europaeischer_Vorgaben_Sexualstrafrecht.pdf?__blob=publicationFile&v=1;NA;147;
Deutscher Landkreistag;Gesetz zur Stärkung der Rechte von Betroffenen bei Fixierungen im Rahmen von Freiheitsentziehungen;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Fixierungen_Freiheitsenziehung.html;01. Mrz 19;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/03012019_Stellungnahme_DLKT_Fixierungen.pdf?__blob=publicationFile&v=2;NA;147;
Deutscher Landkreistag;Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_DLT_RefE_UrhWissG.pdf?__blob=publicationFile&v=2;NA;147;
Deutscher Landkreistag;Gesetz zur Einführung eines familiengerichtlichen Genehmigungsvorbehaltes für freiheitsentziehende Maßnahmen bei Kindern;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Genehmigungsvorbehalt_freiheitsentziehende_Massnahmen_Kindern.html;30. Sep 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/09302016_Stellungnahme_Deutscher_Landkreistag_RefE_Genehmigungsvorbehalt_freiheitsentziehende_Massnahmen_Kindern.pdf?__blob=publicationFile&v=1;NA;147;
Deutscher Landkreistag;Gesetz zur Förderung der Freizügigkeit von EU-Bürgerinnen und -Bürgern sowie zur Neuregelung verschiedener Aspekte des Internationalen Adoptionsrechts;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Freizuegigkeit_EU.html;10. Jul 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/07102018_Landkreistag_Freizuegigkeit.pdf?__blob=publicationFile&v=2;NA;147;
Deutscher Landkreistag;Gesetz zur Reform des Vormundschaftsrechts;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Reform_Vormundschaftsrecht.html;29. Nov 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2019/Downloads/11292018_Stellungnahme_Dt-Landkreistag_2-Diskussionsteilentwurf_Vormundschaftsrecht.pdf?__blob=publicationFile&v=2;NA;147;
Deutscher Landkreistag;Gesetzes zur Änderung des Unterhaltsrechts und des Unterhaltsverfahrensrechts sowie zur Änderung der Zivilprozessordnung und kostenrechtlicher Vorschriften   ;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Aenderung_Unterhaltsverfahrensrecht_Mindestunterhalt_saechliches-Existenminimum.html;07. Jul 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/07072015_Stellungnahme_Dt_Landkreistag_RefE_GE_Aenderung_Unterhaltsrecht.pdf?__blob=publicationFile&v=1;NA;147;
Deutscher Leichtathletik-Verband (DLV);Gesetz zur Bekämpfung von Doping im Sport;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Bekaempfung_Doping_Sport.html;25. Feb 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/02252015_Stellungnahme_DLV_RefE_AntiDopG.pdf?__blob=publicationFile&v=1;18/4898;5931;
Deutscher Mieterbund e. V. (DMB);Gesetz zur Änderung des Sachverständigenrechts und zur weiteren Änderung des Gesetzes über das Verfahren in Familiensachen und in den Angelegenheiten der freiwilligen Gerichtsbarkeit;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Aenderung_Sachverstaendigenrechts_Aenderung_Gesetzes_Verfahren_Familiensachen_sowie_freiwilligen_Gerichtsbarkeit.html;24. Jun 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/06242015_Stellungnahme_DMB_RefE_FamFG_AendG.pdf?__blob=publicationFile&v=1;18/6985;357;
Deutscher Mieterbund e. V. (DMB);Gesetz zur Dämpfung des Mietanstiegs auf angespannten Wohnungsmärkten und zur Stärkung des Bestellerprinzips bei der Wohnungsvermittlung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Daempfung_Mietanstieg_Wohnungsmaerkte_Staerkung_Bestellerprinzip_Wohnungsvermittlung.html;21. Mai 14;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2014/Downloads/05212014_Stellungnahme_DMB_RefE_MietNovG.pdf?__blob=publicationFile&v=3;NA;357;
Deutscher Mieterbund e. V. (DMB);Verbraucherstreitbeilegungsgesetz;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Verbraucherstreitbeilegungsgesetz_ADR_Richtlinie.html;29. Jan 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/01292015_Stellungnahme_DMB_RefE_Verbraucherstreitbeilegungsgesetz_ADR_Richtlinie.pdf?__blob=publicationFile&v=1;NA;357;
Deutscher Museumsbund e. V.;Gesetz zur Umsetzung der Richtlinie 2014/26/EU über die kollektive Wahrnehmung von Urheber- und verwandten Schutzrechten und die Vergabe von Mehrgebietslizenzen für Rechte an Musikwerken für die Online-Nutzung im Binnenmarkt sowie zur Änderung des Verfahrens betreffend die Geräte- und Speichermedienvergütung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/VG_Richtlinie_Umsetzungsgesetz.html;22. Sep 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/09222015_Stellungnahme_Deutscher_Museumsbund_RefE_VG_Richtlinie_Umsetzungsgesetz.pdf?__blob=publicationFile&v=1;18/7223;3805;
Deutscher Museumsbund e.V.;EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;28. Okt 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/10282016_Stellungnahme_DMB_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;15/3169;3805;
Deutscher Museumsbund e.V.;Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;29. Mai 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/05292017_Stellungnahme_Museumsbund_RefE_UrhWissG.pdf?__blob=publicationFile&v=2;NA;3805;
Deutscher Museumsbund e.V.;Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;24. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02102017_Stellungnahme_BDM_RefE_UrhWissG.pdf?__blob=publicationFile&v=2;NA;3805;
Deutscher Musikrat;Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;27. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_DMR_RefE_UrhWissG.pdf?__blob=publicationFile&v=2;NA;3806;
Deutscher Musikrat;Gesetz zur Umsetzung der Richtlinie 2014/26/EU über die kollektive Wahrnehmung von Urheber- und verwandten Schutzrechten und die Vergabe von Mehrgebietslizenzen für Rechte an Musikwerken für die Online-Nutzung im Binnenmarkt sowie zur Änderung des Verfahrens betreffend die Geräte- und Speichermedienvergütung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/VG_Richtlinie_Umsetzungsgesetz.html;14. Aug 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/08142015_Stellungnahme_Musikrat_RefE_VG_Richtlinie_Umsetzungsgesetz.pdf?__blob=publicationFile&v=1;18/7223;3806;
Deutscher Musikverband e.V.;Gesetz zur Umsetzung der Marrakesch-Richtlinie über einen verbesserten Zugang zu urheberrechtlich geschützten Werken zugunsten von Menschen mit einer Seh- oder Lesebehinderung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Marrakesch-Richtlinie.html;15. Mai 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/051518_Marrakesch_Stellungnahme_Musikverband.pdf?__blob=publicationFile&v=1;NA;NA;
Deutscher Musikverleger-Verband e. V. (DMV);Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;19. Nov 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/11192015_Stellungnahme_DMV2_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;3044;
Deutscher Musikverleger-Verband e. V. (DMV);Gesetz zur Umsetzung der Richtlinie 2014/26/EU über die kollektive Wahrnehmung von Urheber- und verwandten Schutzrechten und die Vergabe von Mehrgebietslizenzen für Rechte an Musikwerken für die Online-Nutzung im Binnenmarkt sowie zur Änderung des Verfahrens betreffend die Geräte- und Speichermedienvergütung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/VG_Richtlinie_Umsetzungsgesetz.html;20. Jul 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/07202015_Stellungnahme_DMV_RefE_VG_Richtlinie_Umsetzungsgesetz.pdf?__blob=publicationFile&v=1;18/7223;3044;
Deutscher Musikverleger-Verband e.V.;EU-Urheberrechtsreform („2. Copyright-Package“);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/EU-Urheberrechtsreform_2Copyright-Package.html;24. Okt 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/10242016_Stellungnahme_DVM_EU-Urheberrechtsreform.pdf?__blob=publicationFile&v=2;15/3169;3044;
Deutscher Musikverleger-Verband e.V.;Gesetz zur Angleichung des Urheberrechts an die aktuellen Erfordernisse der Wissensgesellschaft (UrhWissG);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/UrhWissG.html;24. Feb 17;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2017/Downloads/02222017_Stellungnahme_DMV_RefE_UrhWissG.pdf?__blob=publicationFile&v=2;NA;3044;
Deutscher Musikverlegerverband e. V. (DMV), Präsident;Gesetz zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung und zur Regelung von Fragen der Verlegerbeteiligung;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Urhebervertragsrecht.html;14. Dez 15;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2015/Downloads/12142015_Stellungnahme_DMV_RefE_Urhebervertragsrecht.pdf?__blob=publicationFile&v=1;18/8625;NA;
Deutscher Notarverein;Gesetz zur Umsetzung des Gesetzes zur Einführung des Rechts auf Eheschließung für Personen gleichen Geschlechts;https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/Eheoeffnung_BegleitG.html;13. Jun 18;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2018/Downloads/06132018_Stellungnahme_DNotV_RefE_EheoeffnungsbegleitG.pdf?__blob=publicationFile&v=1;NA;272;
